id,book_id,user_id,rating,date,number_of_likes
447,310,22,4,January 14 2019,1
448,188,10,2,March 26 2016,450
449,367,113,2,February 27 2019,93
450,330,42,5,June 12 2016,111
451,217,15,2,February 19 2016,13
452,283,21,2,August 22 2017,1
453,76,45,3,April 24 2016,2
454,198,70,4,August 17 2019,90
455,245,93,3,May 2 2013,7
456,205,8,4,November 25 2018,54
457,223,125,2,December 27 2015,1656
458,240,76,1,April 28 2019,0
459,125,118,1,January 28 2019,1
460,252,36,5,August 22 2018,133
461,393,33,4,February 22 2015,0
462,221,77,4,April 10 2018,37
463,324,101,3,May 22 2017,223
464,233,110,5,August 10 2018,2
465,332,19,5,March 14 2019,243
466,21,130,3,March 29 2019,276
467,8,58,4,July 27 2018,1
468,226,53,4,December 26 2019,6
469,137,97,3,August 21 2018,207
470,356,82,1,July 24 2013,661
471,95,79,3,January 26 2018,199
472,262,102,0,November 11 2016,63
473,31,116,1,August 1 2014,145
474,269,112,1,November 21 2019,31
475,58,39,0,February 16 2017,11
476,124,26,0,September 19 2013,0
477,293,64,1,December 11 2018,0
478,201,131,3,February 14 2017,2
479,124,17,3,August 15 2019,54
480,231,64,2,September 23 2017,0
481,109,0,5,January 3 2015,76
482,19,31,2,November 11 2016,1239
483,395,106,4,October 3 2019,1834
484,69,90,0,October 1 2017,81
485,283,87,0,June 19 2016,0
486,375,121,2,July 3 2018,0
487,10,68,5,October 10 2018,157
488,312,37,2,August 24 2015,0
489,76,40,0,November 14 2019,0
490,211,10,4,January 26 2018,0
491,160,48,5,October 24 2017,0
492,365,32,1,October 13 2017,0
493,278,35,5,July 13 2019,52
494,265,131,3,July 27 2018,0
495,7,51,5,November 2 2019,1
496,92,64,3,March 12 2017,0
497,283,76,5,July 17 2015,17
498,182,23,5,June 21 2014,44
499,133,84,0,June 21 2015,1
500,158,118,1,June 26 2018,49
501,339,96,5,August 7 2017,80
502,292,81,1,December 23 2018,0
503,65,58,0,January 23 2018,235
504,293,26,5,July 3 2015,70
505,361,58,3,September 13 2018,1
506,138,10,5,January 11 2019,24
507,257,29,3,May 28 2017,514
508,287,84,0,March 22 2015,314
509,287,92,1,July 17 2018,343
510,324,77,2,August 10 2017,230
511,266,14,5,January 4 2011,29
512,149,109,0,February 29 2019,49
513,16,1,1,April 1 2016,24
514,44,26,4,February 28 2018,28
515,381,123,3,May 22 2010,2
516,20,124,3,May 8 2015,83
517,21,116,1,April 23 2019,57
518,333,63,1,December 1 2018,130
519,359,70,2,January 9 2018,118
520,4,93,1,October 26 2011,254
521,377,119,4,August 3 2017,140
522,112,31,5,February 16 2019,519
523,61,37,5,February 27 2013,253
524,401,130,4,June 11 2017,1155
525,300,83,0,February 22 2019,0
526,24,51,3,November 4 2019,76
527,349,37,1,April 8 2015,447
528,231,82,3,October 25 2017,159
529,83,93,5,April 2 2014,127
530,335,103,4,April 9 2015,28
531,164,99,2,May 8 2014,0
532,393,124,1,January 27 2015,162
533,298,53,4,June 20 2017,213
534,220,121,5,January 22 2019,531
535,152,124,1,October 24 2012,710
536,216,26,3,June 12 2011,53
537,46,114,1,August 17 2010,535
538,231,29,1,November 17 2018,5
539,223,68,3,September 21 2018,172
540,366,32,4,June 13 2010,175
541,324,104,0,April 27 2016,0
542,3,49,1,December 11 2018,265
543,94,2,2,June 14 2012,7
544,165,78,4,April 23 2014,12
545,132,16,2,August 8 2013,1
546,284,115,2,October 3 2018,2
547,52,23,0,March 21 2013,24
548,113,72,4,April 4 2018,25
549,327,96,0,July 26 2012,2
550,199,10,3,November 9 2016,97
551,222,9,3,March 26 2017,365
552,267,96,4,August 22 2018,16
553,325,3,1,March 18 2016,42
554,194,20,2,February 24 2009,76
555,353,75,2,May 25 2017,6
556,93,103,5,September 1 2017,13
557,327,72,2,February 3 2016,12
558,151,15,4,January 27 2019,5
559,109,40,4,June 9 2016,3
560,274,83,1,November 27 2014,0
561,41,101,2,September 24 2015,0
562,4,26,3,December 19 2019,1
563,275,81,0,May 14 2019,1
564,119,31,5,February 20 2015,0
565,196,110,2,July 27 2018,0
566,115,32,4,May 21 2016,0
567,149,76,4,September 11 2019,0
568,255,48,1,February 2 2013,1
569,36,39,0,December 2 2018,44
570,388,95,0,December 8 2015,744
571,339,79,1,June 3 2018,53
572,22,52,1,July 24 2017,218
573,316,25,0,November 23 2019,78
574,310,116,2,September 1 2014,34
575,169,9,4,June 6 2016,61
576,405,120,4,December 11 2013,87
577,376,88,0,November 19 2012,0
578,398,57,0,January 14 2012,0
579,154,87,4,February 17 2019,0
580,6,24,0,July 2 2017,0
581,30,31,5,May 2 2019,0
582,331,65,2,August 11 2019,0
583,102,93,2,November 12 2013,4
584,397,130,1,October 17 2017,67
585,125,63,1,May 26 2008,41
586,102,112,3,November 12 2013,121
587,204,109,5,May 8 2015,102
588,8,121,2,April 13 2017,64
589,382,107,5,November 1 2014,486
590,76,3,3,January 17 2015,147
591,222,78,0,May 14 2014,21
592,269,125,1,August 27 2016,103
593,264,124,1,May 26 2013,62
594,71,116,1,January 2 2018,292
595,246,113,4,March 3 2017,78
596,59,103,3,July 18 2013,40
597,277,34,4,November 1 2017,879
598,252,115,3,November 27 2017,202
599,330,25,5,December 3 2018,263
600,371,29,4,September 19 2015,261
601,335,78,1,August 28 2018,0
602,116,48,5,June 10 2016,0
603,92,75,1,September 21 2017,0
604,406,106,4,July 12 2016,0
605,281,5,0,September 6 2015,0
606,182,42,2,March 13 2016,0
607,139,112,3,September 9 2012,0
608,277,80,5,April 7 2016,0
609,145,51,5,October 10 2017,0
610,275,108,4,October 6 2017,1
611,332,41,0,June 6 2011,23
612,342,11,1,February 2 2017,0
613,3,38,5,May 12 2016,0
614,219,50,2,November 16 2016,0
615,11,83,4,February 6 2015,0
616,202,107,5,May 22 2014,0
617,195,75,5,April 7 2019,9
618,221,45,2,June 23 2019,1
619,167,15,0,January 19 2016,0
620,189,58,3,January 5 2018,0
621,390,14,0,April 29 2013,0
622,67,97,1,February 21 2015,0
623,75,4,1,November 3 2017,1
624,338,26,5,April 23 2019,0
625,204,41,5,November 25 2013,1
626,291,40,0,April 27 2015,0
627,107,57,4,January 17 2008,0
628,263,102,4,May 12 2019,53
629,371,6,1,January 17 2019,0
630,346,91,1,September 14 2014,1
631,145,40,0,September 8 2016,1
632,373,69,4,February 24 2017,1
633,98,125,4,January 8 2016,0
634,335,110,4,April 24 2009,0
635,57,98,1,April 20 2019,0
636,329,102,1,February 26 2014,1
637,217,12,0,July 9 2013,1
638,360,123,1,December 27 2011,0
639,146,95,4,October 3 2018,0
640,252,27,3,August 9 2019,2
641,247,51,5,January 9 2018,5
642,269,127,2,April 21 2019,141
643,294,91,3,July 7 2012,0
644,344,96,1,July 14 2015,3
645,117,17,5,April 20 2019,2
646,99,15,1,November 4 2009,1
647,331,7,2,June 13 2017,1
648,190,33,4,July 20 2016,0
649,72,55,4,November 24 2017,1
650,89,17,0,April 18 2018,2
651,258,90,1,October 7 2017,0
652,254,80,1,August 26 2016,1
653,70,75,4,July 8 2018,0
654,393,119,3,January 22 2019,0
655,21,67,1,September 16 2016,0
656,213,44,4,July 8 2017,1
657,274,6,5,January 13 2018,0
658,13,73,5,March 9 2014,0
659,13,49,2,October 17 2018,0
660,379,78,1,May 28 2018,2
661,279,48,2,November 19 2017,0
662,306,83,5,November 4 2010,0
663,291,70,3,April 6 2017,0
664,120,20,1,May 2 2009,0
665,232,42,2,January 9 2013,0
666,304,58,5,May 8 2017,40
667,201,88,2,March 10 2015,0
668,240,28,5,June 6 2018,0
669,53,47,1,February 4 2017,3
670,164,38,5,January 22 2019,0
671,209,41,3,June 11 2012,0
672,223,126,2,August 29 2013,1
673,83,20,2,July 14 2010,13
674,163,4,5,August 9 2019,0
675,61,109,0,March 11 2015,1
676,400,97,0,July 2 2017,0
677,392,54,5,August 13 2018,3
678,56,110,1,January 14 2008,2
679,376,97,4,April 2 2015,105
680,107,63,5,March 4 2013,30
681,377,70,0,November 3 2017,1
682,174,58,4,July 6 2019,0
683,400,85,3,August 24 2011,0
684,196,30,2,September 14 2019,0
685,151,3,4,May 25 2015,0
686,248,128,2,October 28 2015,0
687,336,73,2,November 20 2017,0
688,208,110,4,October 3 2010,0
689,162,103,2,July 3 2014,2
690,298,78,2,October 23 2016,0
691,260,17,4,September 25 2019,0
692,254,2,4,April 6 2012,0
693,252,25,2,January 22 2015,0
694,199,102,4,September 12 2018,1
695,195,0,0,July 19 2013,2
696,52,24,5,January 24 2017,214
697,291,120,3,January 1 2014,1137
698,240,88,5,May 11 2019,671
699,139,34,0,July 15 2012,359
700,139,37,2,July 1 2017,4
701,224,98,0,October 8 2018,2
702,133,43,2,September 24 2016,36
703,403,130,0,December 1 2019,3
704,52,36,3,February 28 2016,94
705,34,9,3,June 7 2016,1
706,380,55,5,April 3 2017,1
707,352,85,2,July 17 2013,3
708,1,121,4,October 19 2010,0
709,236,0,4,September 27 2013,2
710,299,10,3,May 28 2019,0
711,31,32,2,November 16 2015,2
712,204,128,5,December 8 2014,0
713,344,42,2,December 20 2015,4
714,185,47,4,September 19 2018,4
715,285,58,0,April 17 2017,2
716,344,47,5,November 20 2019,2
717,383,112,2,June 13 2012,1
718,188,65,0,April 16 2014,1
719,254,67,5,February 27 2016,4
720,393,130,5,July 18 2016,0
721,264,119,0,October 17 2014,0
722,243,93,1,June 28 2012,0
723,358,130,0,August 7 2017,0
724,311,131,1,November 3 2016,0
725,121,54,4,November 17 2018,0
726,149,111,4,April 7 2019,0
727,268,37,3,April 13 2017,0
728,252,13,1,February 16 2019,0
729,372,55,3,September 25 2019,0
730,368,124,4,May 18 2016,0
731,197,106,0,August 28 2016,0
732,130,105,5,July 26 2018,0
733,155,13,4,July 12 2017,0
734,310,85,3,February 27 2018,0
735,126,114,0,September 26 2014,0
736,48,99,3,November 21 2010,0
737,341,40,5,November 14 2016,0
738,44,26,5,March 13 2019,0
739,103,97,0,May 20 2018,1
740,46,64,1,August 25 2018,0
741,322,87,0,March 29 2013,0
742,145,130,3,December 16 2019,0
743,363,87,5,August 15 2012,1
744,254,74,5,January 16 2019,2
745,165,28,4,June 17 2018,0
746,323,99,0,February 15 2012,3
747,153,97,2,July 16 2016,0
748,346,69,2,January 16 2017,0
749,294,26,4,May 25 2013,0
750,187,42,0,November 29 2013,0
751,85,24,2,February 15 2019,0
752,379,31,0,September 26 2019,0
753,388,0,4,April 28 2016,0
754,98,131,0,October 11 2015,0
755,405,17,4,April 12 2018,0
756,54,128,0,June 20 2018,0
757,158,94,2,August 6 2014,0
758,194,129,0,July 19 2016,0
759,200,120,3,September 22 2016,0
760,76,93,4,September 17 2016,0
761,395,128,2,July 13 2011,0
762,69,2,3,September 8 2011,1
763,341,120,0,April 16 2015,0
764,215,23,0,August 22 2018,2
765,208,9,2,February 13 2015,0
766,125,18,5,March 8 2019,0
767,184,74,0,January 29 2012,1
768,312,114,4,April 23 2019,0
769,151,25,0,January 2 2015,0
770,350,19,4,May 14 2011,0
771,385,38,4,June 8 2016,0
772,153,4,5,July 25 2018,0
773,69,45,2,August 7 2017,0
774,396,99,1,December 14 2012,0
775,145,2,4,November 11 2013,0
776,356,57,5,February 21 2009,0
777,212,101,1,November 18 2018,0
778,333,64,5,September 8 2013,0
779,313,47,1,August 8 2019,0
780,101,38,4,July 2 2012,0
781,79,27,5,August 29 2019,0
782,235,9,3,December 2 2017,1
783,297,16,1,October 22 2016,0
784,59,126,0,January 27 2012,0
785,341,82,0,August 22 2019,0
786,13,34,4,May 3 2012,0
787,200,19,5,October 15 2018,0
788,187,88,3,December 13 2017,1
789,313,13,2,August 17 2017,0
790,314,79,0,October 22 2017,0
791,401,86,1,August 23 2019,0
792,320,127,0,February 19 2017,0
793,188,46,1,November 2 2018,0
794,107,32,3,July 4 2014,0
795,67,114,2,November 28 2017,0
796,338,79,1,February 16 2016,0
797,47,7,3,February 17 2016,0
798,152,103,1,August 21 2015,0
799,5,56,4,January 15 2019,0
800,99,36,4,March 5 2015,0
801,206,54,4,April 27 2019,0
802,328,51,4,November 14 2017,0
803,116,104,3,October 26 2016,0
804,364,111,2,September 11 2018,0
805,248,7,0,September 12 2014,0
806,78,110,5,June 17 2008,0
807,357,130,0,August 25 2016,0
808,209,46,0,September 1 2015,0
809,312,117,2,December 9 2018,0
810,271,34,1,November 16 2011,0
811,287,8,0,March 1 2012,1
812,127,19,1,February 9 2011,0
813,164,45,4,May 12 2018,0
814,375,56,1,February 24 2015,0
815,2,60,0,February 4 2018,0
816,236,35,2,November 29 2019,0
817,215,94,2,May 2 2018,0
818,240,26,3,January 15 2010,0
819,331,48,2,February 7 2014,0
